metas,cod_dependencia,no_pilar,nom_del_pilar,macrometas,cod_sector,nom_sector,cod_programa,nombre_del_programa,cod_bpin,acciones_del_plan,unidad_de_medida,linea_base,ao,codigo_producto,indicador_de_p___meta,secretaria,descripcion_meta,meta,tipo_de_ponderado,meta_pdm,meta_fisica_realizada,ponderado,explicacin_avance___retraso,meta_pdm_1,meta_fisica_realizada_1,ponderado_1,explicacin_avance___retraso_1,meta_pdm_2,meta_fisica_realizada_2,ponderado_2,explicacin_avance___retraso_2,meta_pdm_3,meta_fisica_realizada_3,ponderado_3,explicacin_avance___retraso_3,cuatrenio,rp,de,sgp_educacin,sgp_salud,sgp___apsb,sgp_deporte,sgp_cultura,sgp_la,sgp_li,cofinanc,asig_espec,sgr,rec_credito,otros,total,adicin_presupuestal,traslado_presupuestal___reduccin,total_apropiacion_2024,total_apropiacion_imder,neto_registros_2024,total_obligacin_2024,saldo_rp,porcentaje_de_ejecucion_respecto_a_lo_obligado,porcentaje_de_ejecucion_respecto_los_pagos,presupuesto_a_comprometer,rp_1,de_1,sgp_educacin_1,sgp_salud_1,sgp___apsb_1,sgp_deporte_1,sgp_cultura_1,sgp_la_1,sgp_li_1,cofinanc_nacin,cofinanc_departamento,sgr_1,rec_credito_1,pgn,otros_1,apropiacion_inicial,adicin_presupuestal_1,traslado_presupuestal___reduccin_1,total_apropiacion_2025,presupuesto_que_no_entra_rp,neto_registros_2025,total_obligacin_2025,saldo_rp_1,porcentaje_de_ejecucion_respecto_a_lo_obligado_1,porcentaje_de_ejecucion_respecto_los_pagos_1,presupuesto_a_comprometer_1,rp_2,de_2,sgp_educacin_2,sgp_salud_2,sgp___apsb_2,sgp_deporte_2,sgp_cultura_2,sgp_la_2,sgp_li_2,cofinanc_1,asig_espec_1,sgr_2,rec_credito_2,otros_recursos_que_no_ingresan_al_presupuesto,otros_recursos,adicin_presupuestal_2,traslado_presupuestal___reduccin_2,total_apropiacion_2026,total_apropiacion_imder_1,neto_registros_2026,total_obligacin_2026,saldo_rp_2,porcentaje_de_ejecucion_respecto_a_lo_obligado_2,porcentaje_de_ejecucion_respecto_los_pagos_2,presupuesto_a_comprometer_2,rp_3,de_3,sgp_educacin_3,sgp_salud_3,sgp___apsb_3,sgp_deporte_3,sgp_cultura_3,sgp_la_3,sgp_li_3,cofinanc_2,asig_espec_2,sgr_3,rec_credito_3,otros_2,total_apropiacion,adicin_presupuestal_3,traslado_presupuestal___reduccin_3,total_apropiacion_2027,total_apropiacion_imder_2,neto_registros_2027,total_obligacin_2027,saldo_rp_3,porcentaje_de_ejecucion_respecto_a_lo_obligado_3,porcentaje_de_ejecucion_respecto_los_pagos_3,presupuesto_por_comprometer,total_apropiacion_1,total_apropiacion_2,total_oblicacion,r__pct_avance_ao_2024,r__pond_avance_ao1,r__pct_avance_ao_2025,r__pond_avance_ao2,r__pct_avance_ao_2026,r__pond_avance_ao3,r__pct_avance_ao_2027,r__pond_avance_ao4,r__pct_avance_cuatrenio,r__pond_avance_cuatrienio,observaciones,compromisos,observaciones_1,compromisos_1,observaciones_2,compromisos_2,observaciones_3,compromisos_3,eficiencia_2024,eficiencia_2025,eficiencia_2026,eficiencia_2027,pct_de_cumplimiento_cuatrienio,avance_fisico
57,"1,090.00",3,QUILICHAO CON DESARROLLO SOCIAL Y HUMANO,3.6 Formular e implementar la estrategia Santander de Quilichao Territorio Intercultural,33,CULTURA,3302,"Gestión, protección y salvaguardia del patrimonio cultural colombiano",202400000007447,Gestionar intervenciones de conservación y restauración del Patrimonio Cultural Inmueble (Acuerdo 035 de 2014),Número,1,2018,3302073,330207300 - 2 Restauraciones realizadas,DIRECCION DE CULTURA,2 Restauraciones realizadas,2,Acumulativo,NP,NP,0,,1,0,"0,00",Esta meta tiene proyecto viabilizado y se cumple en el transcurso del año lectivo,2,0,"0,00",,NP,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$ -,,,23000000.0,,7000000.0,$ 7.000.000,0.0,30%,100%,"$ 16.000.000,00",,,,,,,,,,,,,,,,,,,5000000.0,,0.0,$ -,,0%,#¡DIV/0!,$ 5.000.000,"$8,910,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,11193525.0,0.0,20103525.0,,0.0,$0.00,,0%,0%,"$20,103,525",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"7.000.000,00",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No se alcanzó a gestionar en la vigencia, queda pendiente de realizar en 2025.",,"Esta meta cuenta con un proyecto viabilizado y se ejecutará a lo largo del año, ejecución entre mayo y agosto META NO CUMPLIDA","Meta no se cumple, queda pendiente",,,,,,0.0,0.0,0.0,0.0,0.0
58,"1,090.00",3,QUILICHAO CON DESARROLLO SOCIAL Y HUMANO,3.6 Formular e implementar la estrategia Santander de Quilichao Territorio Intercultural,33,CULTURA,3301,Promoción y acceso efectivo a procesos culturales y artísticos,202400000007440,"Fortalecer la Escuela Musical Chicao y la Escuela de Violines Caucanos, incluyendo en particular un enfoque de Sonidos para la Construcción de Paz",Número,3,2023,3301126,330112600 - 3 Procesos de formación atendidos - Formación artística y cultural,DIRECCION DE CULTURA,3 Procesos de formación atendidos - Formación artística y cultural,3,No acumulativo,3,0,"119,331",,3,3,"0,22",Se han generado 15 contratos por OPS y se estan atendiendo las 3 escuelas de formación artistica y cultural.,3,3,"0,00",,3,0,"0,00",,,"0,00",$0,$ 161.000.000,$0,$0,$0,$ 104.000.000,$0,$0,$0,$0,$0,0.0,$0,"$ 265.000.000,00",,,235000000.0,,168339999.0,$ 168.339.999,0.0,72%,100%,"$ 66.660.000,99",,,,,,,,,,,,,,,,,,,383260000.0,,363739160.0,"$360.339.160,00",,95%,99%,$ 19.520.840,"$110,000,000",$0,$0,$0,$0,$0,"$183,979,317",$0,$0,$0,$0,$0,0.0,$0,$0,54000000.0,0.0,347979317.0,,257981717.0,"$409,821,134.00",,74%,159%,"$89,997,600",$0,$ 35.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,35000000.0,,,,,0%,0%,"$ 35.000.000,00",,,"528.679.159,01",0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.005,No se contrató en su totalidad por no alcanzar el tiempo de la vigencia para su ejecución.,,Meta cumplida,Subir evidencias de actividades,,,,,0.0,0.01,0.01,0.0,0.005,0.5
59,"1,090.00",3,QUILICHAO CON DESARROLLO SOCIAL Y HUMANO,3.6 Formular e implementar la estrategia Santander de Quilichao Territorio Intercultural,33,CULTURA,3302,"Gestión, protección y salvaguardia del patrimonio cultural colombiano",202400000007447,"Gestionar el reconocimiento de las fugas, de los violines caucanos y de las grimas como patrimonio cultural inmaterial del municipio",Número,ND,ND,3302049,330204900 - 4 Procesos de salvaguardia efectiva del patrimonio inmaterial realizados,DIRECCION DE CULTURA,4 Procesos de salvaguardia efectiva del patrimonio inmaterial realizados,4,Acumulativo,NP,NP,0,,1,1,"0,01",Se admitió la postulacion por parte del consejo nacional del patrimonio.,1,0,"0,00",,2,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$ -,,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,10000000.0,,10000000.0,$ 10.000.000,,100%,100%,$ -,"$9,109,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,6538992.0,0.0,15647991.55,,0.0,$0.00,,0%,0%,"$15,647,992",$0,$0,$0,$0,$0,$0,$ 20.000.000,$0,$0,$0,$0,$0,0.0,,,,,20000000.0,,,,,0%,0%,"$ 20.000.000,00",,,"10.000.000,00",,,0.01,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,No se apropiaron recursos. No se programó para ejecutar en esta vigencia.,,Se admitió la postulacion por parte del consejo nacional del patrimonio.,Meta cumplida,,,,,,0.01,0.0,0.0,0.003333,0.25
60,"1,090.00",3,QUILICHAO CON DESARROLLO SOCIAL Y HUMANO,3.6 Formular e implementar la estrategia Santander de Quilichao Territorio Intercultural,33,CULTURA,3302,"Gestión, protección y salvaguardia del patrimonio cultural colombiano",202400000007447,Gestionar el reconocimiento de las actividades conmemorativas de Semana Santa que tienen lugar en el municipio como patrimonio cultural,Número,ND,ND,3302049,330204900 - 4 Procesos de salvaguardia efectiva del patrimonio inmaterial realizados,DIRECCION DE CULTURA,4 Procesos de salvaguardia efectiva del patrimonio inmaterial realizados,4,Acumulativo,NP,NP,0,,1,0,"0,01",Esta meta tiene proyecto viabilizado y se cumple en el transcurso del año lectivo,0,0,"0,00",,2,0,"0,00",,,"0,00",$ 16.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,"$ 16.000.000,00",,,0.0,,0.0,$0,0.0,0%,0%,"$ 0,00",,,,,,,,,,,,,,,,,,,18000000.0,,18000000.0,$ -,,100%,0%,$ -,"$56,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,56000000.0,,0.0,$0.00,,0%,0%,"$56,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"0,00",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No se apropiaron recursos. No se programó para ejecutar en esta vigencia.,,"Esta meta cuenta con un proyecto viabilizado y se ejecutará a lo largo del año, acercamiento Centro municipal de memoria, es el ejecutor, convenio que involucra las metas M053, M054, M060.",Inició etapa precontractual desde Jurídica,,,,,,0.0,0.0,0.0,0.0,0.0
61,"1,090.00",6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.8. Ampliar y mejorar la infraestructura educativa y cultural del municipio,22,EDUCACION,2201,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",202400000007461,"Hacer mejoramientos y/o ampliaciones en las sedes educativas del municipio, incorporando a Juntas de Padres y Juntas de Acción Comunal en el diseño y en las obras",Número,36,2023,2201052,220105200 - 117 Sedes educativas mejoradas,DIRECCIÓN DE EDUCACIÓN,117 Sedes educativas mejoradas,117,Acumulativo,20,2,"64,364",,39,28,"0,74",se han realizado 8 mejoramientos y/o ampliaciondes de sedes educativas. Y pendiente licitacion por 20 sedes mejoradas. seleccion abreviada 481,0.5,0,"0,00",,20,0,"0,00",,,"0,00",$0,$ 803.460.206,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,"$ 803.460.206,00",,,803460206.0,,90797916.0,$ 90.797.916,0.0,11%,100%,"$ 712.662.289,50",,,,,,,,,,,,,,,,,,,1615293255.0,,1243249603.0,$ 512.071.885,,77%,41%,$ 372.043.652,$0,$0,"$1,457,072,948",$0,$0,$0,$0,$0,"$200,000,000",$0,$0,$0,0.0,$0,$0,608886618.0,0.0,2265959565.84,,68134500.0,"$18,926,250.00",,3%,28%,"$2,197,825,066",$0,$0,$ 600.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,600000000.0,,,,,0%,0%,"$ 600.000.000,00",,,"602.869.801,20",0.001,0.0002,0.0072,0.0024,0.0,0.0,0.0,0.0,0.0,0.0026,,,"Se han generado (100%) 3 contratos de obra pública: 249, 286, 304 y una seleccion abreviada interviniendo 8 sedes (Dominguillo, Quinamayó, Francisco, Cauca, Fernandez guerra el rosario, Jose vicente mina, San Antocio y Vilachí).",Queda pendiente RP contratacion licitacion Mantenimiento de sedes,,,,,0.001,0.0072,0.0,0.0,0.0020499999999999997,0.26
62,"1,090.00",6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.8. Ampliar y mejorar la infraestructura educativa y cultural del municipio,33,CULTURA,3301,Promoción y acceso efectivo a procesos culturales y artísticos,202400000007440,Gestión de recursos para la construcción y dotación de escenarios artisticos y culturales,Número,4,2023,3301068,330106800 - 12 sedes mantenidas,DIRECCION DE CULTURA,12 sedes mantenidas,12,Acumulativo,1,0,0,,4,4,"0,02","Se la contratacion del ajuste de estudios y diseños del centro tematico ""chicao"" y Salón de danza (el ferrocarril). Se tiene identificado adecuaciones de la escuela de música.",2,0,"0,00",,3,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$ 28.000.000,$0,$0,$0,$0,$0,0.0,$0,"$ 28.000.000,00",,,79000000.0,,0.0,$0,0.0,0%,0%,"$ 79.000.000,00",,,,,,,,,,,,,,,,,,,72800305.0,,28500000.0,$ 28.500.000,,39%,100%,$ 44.300.305,"$25,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,45154638.0,0.0,70154638.21,,0.0,$0.00,,0%,0%,"$70,154,638",$0,$0,$0,$0,$0,$0,$ 5.000.000,$0,$0,$0,$0,$0,0.0,,,,,5000000.0,,,,,0%,0%,"$ 5.000.000,00",,,"28.500.000,00",0.0,0.0,0.01,0.0033,0.0,0.0,0.0,0.0,0.0,0.0033,No se apropiaron recursos. No se programó para ejecutar en esta vigencia.,,Meta cumplida,Subir evidencia de la contratación. Contratación del servicio de manteniemiento de aires acondicionados para el salón de la excelencia y oficina de Cultura,,,,,0.0,0.01,0.0,0.0,0.0025,0.33
63,"1,090.00",6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.8. Ampliar y mejorar la infraestructura educativa y cultural del municipio,22,EDUCACION,2201,"Calidad, cobertura y fortalecimiento de la educación inicial, prescolar, básica y media",202400000007461,Gestionar la construcción de planteles educativos en Mondomo y en las zonas rurales dispersas,Número,1,2022,2201051,220105100 - 5 Sedes educativas nuevas construidas,DIRECCIÓN DE EDUCACIÓN,5 Sedes educativas nuevas construidas,5,Acumulativo,1,0,0,,1,1,"0,07","En ejecucion de proyecto de consultoría para estudios y diseños de 2 sedes, y actualización de presupuesto de 7 sedes. contratos 819 llanito estudio y diseño para realizarlo nuevo en nuevo lote de terreno - 663 instituto técnico sede principal estudio y diseño del cerramiento",2,0,"0,00",,1,0,"0,00",,,"150.000.000,00",$0,$ 5.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,"$ 155.000.000,00",,,155000000.0,,,,0.0,0%,0%,"$ 155.000.000,00",,,,,,,,,,,,,,,,,,,150000000.0,,113400000.0,$ 86.900.000,,76%,77%,$ 36.600.000,$0,$0,"$200,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,200000000.0,,0.0,$0.00,,0%,0%,"$200,000,000",$ 100.000.000,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,,,,100000000.0,,,,,0%,0%,"$ 100.000.000,00",,,"86.900.000,00",0.0,0.0,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.002,Esta meta no estaba programada para esta vigencia,,"Formulación de proyecto de consultoría para estudios y diseños de 2 sedes, y actualización de presupuesto de 7 sedes educativas.",,,,,,0.0,0.01,0.0,0.0,0.0025,0.2
64,"1,090.00",6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,6.8. Ampliar y mejorar la infraestructura educativa y cultural del municipio,33,CULTURA,3301,Promoción y acceso efectivo a procesos culturales y artísticos,202400000007440,"Apoyar la terminación del Centro Temático Chicao, asegurando un proceso participativo de diseño y puesta en marcha",Porcentaje,"0,2",2023,3301090,330109000 - 100% del Centro Temático Chicao,DIRECCION DE CULTURA,100% del Centro Temático Chicao,100,Acumulativo,20,0,0,,80,0,"0,00",Esta meta no cuenta con los recursos necesarios para su ejecicion.,0,0,"0,00",,NP,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$ 1.000.000,$0,$0,$0,$0,$0,0.0,$0,"$ 1.000.000,00",,,1000000.0,,,,0.0,0%,0%,"$ 1.000.000,00",,,,,,,,,,,,,,,,,,,,,0.0,$ -,,#¡DIV/0!,#¡DIV/0!,$ -,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,0.0,0.0,0.0,,0.0,$0.00,,0%,0%,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,,0.0,,,0.0,,,,,0%,0%,"$ 0,00",,,"0,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No se programó para la vigencia,,Se realizó convenio #FNTC-204-2023 con FONTUR por valor $15.576.994.806. El aporte del municipio sale de la meta de prestación de servicio del DADI.,Se firma acta de inicio en agosto.,,,,,0.0,0.0,0.0,0.0,0.0,0.0
65,"1,070.00",6,QUILICHAO CON INFRAESTRUCTURA SOCIAL,mejorar el suministro de agua potable en el municipio,40,"VIVIENDA, CIUDAD Y TERRITORIO",4003,Acceso de la población a los servicios de agua potable y saneamiento basico,202400000007381,Gestionar recursos y realizar obras para ampliar la cobertura de los sistemas de suministro de agua potable en cabecera urbana y zonas rurales. PATR 119698279372,Numero,ND,ND,4003016,"400301601 - 50.000 Personas beneficiadas con proyectos que mejoran provisión, calidad y/o continuidad de los servicios de acueducto",DIRECCIÓN DE AGUAS,"50.000 Personas beneficiadas con proyectos que mejoran provisión, calidad y/o continuidad de los servicios de acueducto",50000,Acumulativo,"12,500",1000,"2,510,860","Fortalecimiento institucional y acompañamiento a los sistemas de acueductos y saneamiento básico rural en el municipio de Santander de Quilichao (ingeniero sanitario, Administrador de empresas, técnico operativo)
 
 Mejoramiento Para Las Estructuras Del Sistema De Abastecimiento De La En La Zona Rural.
 
 Suministro e instalación de filtro compacto de acueducto San Isidro
 
 Construcción de estructuras para los sistemas de abastecimiento y acueductos rurales en Santander de Quilichao.",12500,8100,"3,63","Se llevaron a cabo contrataciones para la prestación de servicios bajo el número de contrato # 252-2025 # 233-2025 y # 461-2025, y actualmente se encuentra en proceso de ejecución el convenio # 320-2025 con la empresa EMQUILICHAO. En proceso precontractual el Convenio de Tanques y 2da Linea de Mondomo.",12500,8327,"0,00",,12500,0,"0,00",,,"0,00",$0,$0,$0,$ 4.037.849.758,$0,$0,$0,$0,$0,$0,$0,0.0,,"$ 4.037.849.758,00",,,7516104694.0,,3542071936.0,$ 2.933.377.322,,47%,83%,"$ 3.974.032.757,50",,,,,,,,,,,,,,,,,,,9398789539.0,,6103821935.0,"$ 3.852.102.346,22",,65%,63%,$ 3.294.967.604,$0,$0,$0,$0,"$4,033,114,548",$0,$0,$0,$0,$0,$0,$0,0.0,$0,$0,2579869396.0,0.0,6612983944.0,,67202625.0,"$19,709,025.00",,1%,29%,"$6,545,781,319",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$ 1.117.201.489,$0,0.0,,,,,1117201489.0,,,,,0%,0%,"$ 1.117.201.488,83",,,"6.785.479.668,22",0.0008,0.0002,0.006500000000000001,0.0016,0.0067,0.0017000000000000001,0.0,0.0,0.0,0.0034999999999999996,"Se homologó con la M060, mediante la cual se pagaron los prestadores de servicios (PS) de la oficina por un valor de 37.800.000",,"Aguas es responsable de la elaboración del proyecto, mientras que EMQUILICHAO se encargará de su ejecución. Se realizarán construcción de tanques de almacenamiento para el acueducto del arroyo, además de adecuaciones y mejoras en los acueductos rurales. Este proyecto contribuye al cumplimiento de las metas del PDET. Los estudios y diseños incluyen los sectores de El Arado, Guayabal, California y Jerusalé",Se realizará Convenio Interadministrativo con Emquiichao para la Construcción de 3 tanques y estudios y diseños Segunda Linea Mondomo.,,,,,0.0008,0.006500000000000001,0.006662,0.0,0.0034899999999999996,0.35
66,"1,140.00",3,QUILICHAO CON DESARROLLO SOCIAL Y HUMANO,3.8 Implementar acciones para fomentar la seguridad alimentaria en el municipio,41,INCLUSION SOCIAL Y RECONCILIACION,4103,Inclusión social y productiva para la población en situación de vulnerabilidad,202400000007141,Coordinar y liderar la implementación de la Política Pública de seguridad y soberanía alimentaria (Acuerdo 017/2018) PATR 119698280284,Número,50,2023,4103055,410305500 - 400 Unidades productivas para el autoconsumo instaladas,FOMENTO,400 Unidades productivas para el autoconsumo instaladas,400,Acumulativo,173,100,"48,335",,75,85,"0,05","SASI-012: Adjudicado contrato 716-2026 (333.124.588)
 TVEC: elementos entregados por el proveedor, recibidos por almacén
 Contrato 818-2025 adjudicado ($ 4.397.000)
 TVEC: Orden de compra No. ($ 12.000.000)",75,0,"0,00",,77,0,"0,00",,,"79.500.000,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,"$ 79.500.000,00",,,79500000.0,,68186794.0,$ 68.186.794,0.0,86%,100%,"$ 11.313.206,40",,,,,,,,,,,,,,,,,,,92500000.0,,92499667.0,"$ 80.499.667,00",,100%,87%,$333,$0,$0,$0,$0,$0,$0,$0,$0,"$70,000,000",$0,$0,$0,0.0,$0,$0,0.0,0.0,70000000.0,,60360000.0,$0.00,,86%,0%,"$9,640,000",$0,$0,$0,$0,$0,$0,$0,$0,$ 80.000.000,$0,$0,$0,0.0,$0,,,,80000000.0,,,,,0%,0%,"$ 80.000.000,00",,,"148.686.460,60",0.0058,0.0025,0.0113,0.0021,0.0,0.0,0.0,0.0,0.0,0.0046,Se solicitan recursos del balance para terminar de cumplir con los compromisos de la meta vigencia 2024.,,"Las familias a beneficiarse con las huertas caseras están focalizadas y priorizadas con base en las peticiones presentadas a la SECFEA, con realización de visitas ténicas.",Establecimiento de huertas con elementos entregados,,,,,0.0058,0.01,0.0,0.0,0.00395,0.46
67,"1,140.00",4,QUILICHAO CON INCLUSION ECONOMICA,"4.1 Apoyar la formalización, consolidación de micro, pequeños y medianos emprendimientos para generación de empleo",35,"COMERCIO, INDUSTRIA Y TURISMO",3502,Productividad y competitividad de las empresas colombianas,202500000026442,"Fomentar modelos de organización o asociación de pequeños emprendimientos, caracterizar actores y apoyar su distribución equitativa en el territorio y su formalización (incluyendo la creación de la Red de Tenderos, el apoyo a cooperativas campesinas, la creación de una bolsa de prestadores servicios culturales en el municipio y la creación de Expendios Comunitarios UBA en articulación con las JAC).",Número,5,2023,3502009,350200900 - 10 Unidades productivas beneficiadas en la implementación de estrategias para incrementar su productividad,FOMENTO,10 Unidades productivas beneficiadas en la implementación de estrategias para incrementar su productividad,10,No acumulativo,NP,NP,0,,10,10,"0,01",SASI-013: Contrato adjudicado 705-2025 ejecutado,10,0,"0,00",,NP,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,$ -,,,15000000.0,,0.0,$0,0.0,0%,0%,"$ 15.000.000,00",,,,,,,,,,,,,,,,,,,15000000.0,,15000000.0,"$ 15.000.000,00",,100%,100%,$ -,$0,$0,$0,$0,$0,$0,$0,$0,"$15,000,000",$0,$0,$0,0.0,$0,$0,0.0,0.0,15000000.0,,0.0,$0.00,,0%,0%,"$15,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,$0,0.0,,,0.0,,,,,0%,0%,"$ 0,00",0.0,,"15.000.000,00",,,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0033,Se solicitan recursos del balance para terminar de cumplir con los compromisos de la meta vigencia 2024.,,Pagado el 100%,Entrega a beneficiarios,,,,,,0.01,0.0,0.0,0.003333,0.33
68,"1,140.00",4,QUILICHAO CON INCLUSION ECONOMICA,"4.1 Apoyar la formalización, consolidación de micro, pequeños y medianos emprendimientos para generación de empleo",35,"COMERCIO, INDUSTRIA Y TURISMO",3502,Productividad y competitividad de las empresas colombianas,"202400000007469
 202500000026442",Implementar enfoques diferenciales (incluyendo étnico y de género) en los programas de empleo y apoyo al emprendimiento generando valor agregado.,Número,90,2023,3502015,350201500 - 20 Empresas asistidas técnicamente en temas de legalidad y/o formalización.,FOMENTO,20 Empresas asistidas técnicamente en temas de legalidad y/o formalización.,20,Acumulativo,2,0,0,,6,20,"0,02","Se pagó el 100% del recurso comprometido por esta meta en el contrato 448/2025
 Los recursos de adición se encuentran en SASI-013 - Contrato adjudicado 705-2025 - pagado 100%",12,12,"0,00",,6,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$ 20.000.000,$0,$0,$0,$0,0.0,$0,"$ 20.000.000,00",,,20000000.0,,0.0,$0,0.0,0%,0%,"$ 20.000.000,00",,,,,,,,,,,,,,,,,,,26000000.0,,26000000.0,"$ 26.000.000,00",,100%,100%,$ -,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0.0,"$2,000,000",$0,0.0,0.0,2000000.0,,2000000.0,$0.00,,100%,0%,$0,$0,$0,$0,$0,$0,$0,$0,$ 6.000.000,$0,$0,$0,$0,0.0,$0,,,,6000000.0,,,,,0%,0%,"$ 6.000.000,00",,,"26.000.000,00",0.0,0.0,0.0333,0.01,0.01,0.006,0.0,0.0,0.0,0.016,Se solicitan recursos del balance para terminar de cumplir con los compromisos de la meta vigencia 2024.,,Pagado el 100%,Entrega a beneficiarios,,,,,0.0,0.01,0.01,0.0,0.005,1.0
69,"1,140.00",4,QUILICHAO CON INCLUSION ECONOMICA,"4.1 Apoyar la formalización, consolidación de micro, pequeños y medianos emprendimientos para generación de empleo",35,"COMERCIO, INDUSTRIA Y TURISMO",3502,Productividad y competitividad de las empresas colombianas,"202400000007469
 202500000026442","Generar estrategias de apoyo para la formalización de emprendimientos y la capacitación de empredendores, en articulación con instituciones de educación superior y de formación para el trabajo y el desarrollo humano",Número,ND,ND,3502015,350201500 - 40 Empresas asistidas técnicamente en temas de legalidad y/o formalización.,FOMENTO,40 Empresas asistidas técnicamente en temas de legalidad y/o formalización.,40,Acumulativo,4,0,0,,12,16,"0,02","Se pagó el 100% del recurso comprometido por esta meta en el contrato 448/2025
 Los recursos de adición se encuentran en SASI-013 - Contrato adjudicado 705-2025 - pagado 100%
 Contrato 818-2025 adjudicado (200.000)",24,0,"0,00",,12,0,"0,00",,,"0,00",$0,$0,$0,$0,$0,$0,$ 20.000.000,$0,$0,$0,$0,0.0,$0,"$ 20.000.000,00",,,20000000.0,,0.0,$0,0.0,0%,0%,"$ 20.000.000,00",,,,,,,,,,,,,,,,,,,32000000.0,,32000000.0,"$ 32.000.000,00",,100%,100%,$ -,$0,$0,$0,$0,$0,$0,$0,$0,"$41,981,400",$0,$0,$0,0.0,$0,$0,0.0,0.0,41981400.0,,41981400.0,"$13,993,800.00",,100%,33%,$0,$0,$0,$0,$0,$0,$0,$0,$ 12.000.000,$0,$0,$0,$0,0.0,$0,,,,12000000.0,,,,,0%,0%,"$ 12.000.000,00",,,"32.000.000,00",0.0,0.0,0.013300000000000001,0.004,0.0,0.0,0.0,0.0,0.0,0.004,Se solicitan recursos del balance para terminar de cumplir con los compromisos de la meta vigencia 2024.,,Pendiente pago 200.000,Entrega a beneficiarios,,,,,0.0,0.01,0.0,0.0,0.0025,0.4
